,Amda,Augmix,Batch Size,DeepAugment,Epochs,Hydra Amda,Hydra Loss,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,LearningRate,Loss,Network,Path,Prune Amount,Prune Method,Prune Ratio,Scaling,SupCon Loss,Supcon Amda,Teacher,Temperature,WeightDecay
180,True,True,,True,60,,,11.320000886917114,30.15626072883606,52.23745405673981,0.1,KnowledgeDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/kd_pruned_amda/1,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
0,True,True,,True,60,,,,,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/old/amda_resnet/testing_l1_channels/resnet18_scaled_0.5_kd_amda,0.75,L¹ Filter,4.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,26.179999113082886,48.81168603897095,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.8/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
90,True,True,,True,30,,,10.839998722076416,28.21760177612304,52.50905454158783,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/kd/at_amda/0,,,,1.0,,,STD ResNet50,,0.0002
300,False,True,,False,100,,,24.559998512268066,35.58905124664306,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.2_augmix_0.0/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.540000200271606,47.66473770141601,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.2/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
90,True,True,,True,30,,,8.939999341964722,23.973870277404778,47.49094843864441,0.1,KnowledgeDistill,resnet34,/work/dlclarge2/agnihotr-shashank-pruneshift/resnet34/kd_amda,,,,1.0,,,AMDA ResNet50,,0.0002
270,False,False,,False,90,,,14.639997482299805,57.59333372116089,68.61096620559692,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_l1_channels_resnet18/3,0.7,L¹ Filter,3.333333333333333,1.0,,,STD ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,12.540000677108765,29.1306734085083,53.94464433193207,0.009,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.8_lr_0.009_decay_0.0001/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,0.0001
600,False,False,,False,200,,,24.91999864578247,48.49599599838257,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/cifar100/resnet18/1,,,,1.0,,,,,0.0002
300,False,True,1024.0,False,100,,,26.679998636245728,38.46095204353332,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/merging_kd_supcon/classification_trial_2,,,,1.0,KD_SupCon,False,,0.07,0.0002
3,False,False,,False,1,,,40.75400233268738,76.60444974899292,99.97666666604346,0.1,StandardLoss,resnet34,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet/testing_resnet34_std,,,,1.0,,,,,0.0002
9,False,False,,False,15,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-19/22-27-09,,,,1.0,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,12.680000066757202,30.37707209587097,53.96404564380646,0.016,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_1.0_lr_0.016_decay_4e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,4e-05
300,False,True,128.0,False,100,,,26.990002393722534,37.5284194946289,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/hydra/1,,,,1.0,StandardLoss,False,,,0.0002
90,True,True,,True,30,,,15.060001611709595,31.42906427383423,55.464303493499756,0.012,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.1_lr_0.012_decay_2e-05/0,,,,1.0,,,AMDA ResNet50,,2e-05
90,True,True,,True,30,,,24.900001287460327,50.52800178527832,62.53233253955841,0.058,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.7_lr_0.058_decay_9e-05/2,,,,1.0,,,AMDA ResNet50,,9e-05
90,True,True,,True,30,,,15.700000524520874,36.411726474761956,58.600619435310364,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/tune/resnet18/amda_kd_amda_kd_amda/amda_kd_amda_kd_amda/2,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,11.879998445510864,28.83013486862182,52.72245109081268,0.088,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.088_decay_2e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,2e-05
300,False,True,,False,100,,,24.629998207092285,36.03420257568359,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.6/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,32.96999931335449,46.05463743209839,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.3/crd_0.8/kd_0.9/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
300,False,False,,True,100,,,13.559997081756592,32.68452882766723,56.58949911594391,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/thesis/deepnet100/classification/kd_augmux/epochs_100/kd_0.5/from_batch_1024/from_epochs1000,,,,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,25.379997491836548,35.93705296516418,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,13.859999179840088,30.97173571586609,55.23797273635864,0.057,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.2_lr_0.057_decay_3e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,3e-05
540,False,False,,False,180,,,8.579999208450317,46.69653177261352,61.258405447006226,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_uniform_resnet18_std/0,0.1,Not Listed!,1.1111111111111112,1.0,,,STD ResNet50,,0.0002
300,False,True,,False,100,,,27.75999903678894,41.04200005531311,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.4/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
540,False,False,,False,180,,,8.7000012397766,47.74853587150574,62.008535861968994,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_uniform_resnet18_std/1,0.1,Not Listed!,1.1111111111111112,1.0,,,SWSL ResNet50,,0.0002
153,False,False,,False,90,,,,,,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/52,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,,True,30,,,17.04000234603882,38.57520222663879,58.38075578212738,0.08,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.9_lr_0.08_decay_4e-05/1,,,,1.0,,,AMDA ResNet50,,4e-05
300,False,True,,False,100,,,25.279998779296875,35.89410185813904,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_0.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
540,False,False,,False,180,,,9.380000829696655,48.86559844017029,63.46999406814575,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_uniform_resnet18_std/4,0.3,Not Listed!,1.4285714285714286,1.0,,,SWSL ResNet50,,0.0002
270,False,False,,False,90,,,11.8399977684021,45.26320099830627,62.70693242549896,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/subnets/resnet18/amda_std/amda_std/0,,,,1.0,,,,,0.0002
300,False,True,2048.0,False,100,,,28.860002756118774,44.22357678413391,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/supcon/temp_0.03/kd_augmix,,,,1.0,KD_SupCon,False,,0.03,0.0002
270,False,False,,False,90,,,9.859997034072876,48.67759943008423,64.02612626552582,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_l1_channels_resnet18_std/4,0.3,L¹ Filter,1.4285714285714286,1.0,,,SWSL ResNet50,,0.0002
300,False,True,,False,100,,,24.309998750686646,35.44463515281677,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.5/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
0,True,True,,True,350,,,,,,0.1,SupCon,resnet50,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet1000/head/amda,,,,1.0,,,,,0.0002
180,True,True,,True,60,,,16.06000065803528,37.08160519599914,57.889291644096375,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_uniform_resnet18_amda/11,0.7,Not Listed!,3.333333333333333,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.540001153945923,35.72516441345215,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.0/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.140000343322754,35.43210625648498,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.1_augmix_0.6/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.75999903678894,41.04200005531311,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.0/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.379997491836548,35.93705296516418,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.8/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
90,True,True,,True,30,,,16.039997339248657,37.47066855430603,55.56130409240723,0.039,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.5_lr_0.039_decay_2e-05/1,,,,1.0,,,AMDA ResNet50,,2e-05
180,True,True,,True,60,,,22.060000896453857,41.52320027351379,61.239007115364075,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/pruning/uniform_amda/6,0.5,Not Listed!,2.0,1.0,,,,,0.0002
3,False,False,,False,15,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-23/11-45-44,,,,1.0,,,,,0.0002
270,False,True,512.0,False,90,,,18.459999561309814,53.04426550865173,70.5574244260788,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet100_again/augmix/classification_augmix,,,,1.0,SupCon,False,,0.07,0.0002
300,False,True,,False,100,,,23.78000020980835,34.99968647956848,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.7/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,,False,100,,,33.17999839782715,52.75179147720337,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_1.0/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.559998512268066,35.58905124664306,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.2_augmix_0.6/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.510001182556152,47.15663194656372,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.4/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,,True,30,,,13.120001554489136,30.31092882156372,54.3003112077713,0.036,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.6_lr_0.036_decay_6e-05/0,,,,1.0,,,AMDA ResNet50,,6e-05
300,False,True,,False,100,,,24.620002508163452,35.45494675636291,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
270,False,False,,False,90,,,20.099997520446777,62.831467390060425,75.65959692001343,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mobilenet_v2/11,0.75,Random Weight,4.0,1.45,,,,,0.0002
300,False,True,,False,100,,,24.65999722480774,35.67641973495483,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.4/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,32.840001583099365,48.10851812362671,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.4_augmix_0.6/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
45,False,False,,False,15,,,23.079997301101685,62.44239807128906,72.01241552829742,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/subnet/std_kd/2,,,,1.0,,,SWSL ResNet50,,0.0002
300,False,True,,False,100,,,24.769997596740723,35.54273843765259,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.7/crd_0.0/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.0,35.66704988479614,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.1/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,,True,30,,,50.780001282691956,73.7936019897461,77.73538529872896,0.019,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.7_lr_0.019_decay_7e-05/3,,,,1.0,,,AMDA ResNet50,,7e-05
300,False,True,,False,100,,,24.43000078201294,35.94200611114502,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.7/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.290001392364502,35.8367383480072,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.3/crd_0.9/kd_0.5/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.330002069473267,35.42484045028686,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.4/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,,True,30,,,46.34000062942505,70.18960118293762,76.46792531013489,0.009,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.8_lr_0.009_decay_0.0001/3,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,256.0,True,30,True,KnowledgeDistill,17.8600013256073,36.34026646614074,59.44128334522247,0.021,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.021_decay_0.0001/finetune/1,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,0.0001
90,True,True,,True,30,,,12.120002508163452,26.989328861236572,54.74004149436951,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/kd/crd_amda2/1,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,43.81999969482422,62.60240077972412,78.511381149292,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/layer_weight/amda/higher_ratios/2,,Layer Weight,80,1.0,,,,,0.0002
300,False,True,,False,100,,,24.199998378753662,35.65863370895386,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.1_augmix_0.4/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.76000189781189,35.860204696655266,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.2_augmix_0.2/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,28.329998254776,42.87074208259582,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.2_augmix_1.0/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
90,True,True,,True,30,,,45.260000228881836,70.78266739845276,76.71365737915039,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/subnets_other/amda_kd_amda/amda_kd_amda/3,,,,1.0,,,AMDA ResNet50,,0.0002
270,False,False,,False,90,,,9.799998998641957,47.385871410369866,66.47051274776459,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100_runs/batch_size_128/std_teacher_std_student/crd,,,,1.0,,,STD ResNet50,,0.0002
300,False,True,,False,100,,,33.31000208854675,47.03526496887207,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.2/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
90,True,True,,True,30,,,27.20000147819519,48.75706434249878,66.502845287323,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/2,,,,1.0,,,AMDA ResNet50,,8e-05
180,True,True,,True,60,,,11.059999465942383,28.559201955795288,53.55018079280853,0.1,StandardLoss,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mnasnet/pruning_amda/3,0.75,Global Weight,4.0,1.45,,,,,0.0002
90,True,True,,True,30,,,43.36000084877014,64.85574245452881,75.1616656780243,0.057,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.057_decay_4e-05/3,,,,1.0,,,AMDA ResNet50,,4e-05
90,True,True,,True,30,,,11.799997091293335,27.96986699104309,55.22503852844238,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet100_runs/amda_teacher_amda_student_crd_augmix_0.3/crd_1.0/kd_0.0,,,,1.0,,,AMDA ResNet50,,0.0002
3,True,True,,True,30,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/hydra_double/3,,,,1.45,,,,,0.0002
300,False,True,,False,100,,,24.860000610351562,36.10779047012329,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_0.2/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
180,True,True,,True,60,,,13.279998302459717,29.84746098518371,54.436108469963074,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/pruning/uniform_amda/2,0.5,Not Listed!,2.0,1.0,,,,,0.0002
45,True,True,,True,15,,,14.899998903274536,31.205332279205322,54.849973320961,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/subnet/amda/0,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,10.600000619888306,48.92399907112121,63.92912566661835,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/5,,,,1.0,,,AM ResNet50,,0.0002
300,False,True,,False,100,,,24.049997329711914,35.29621362686157,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.9/kd_0.7/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
540,False,False,,False,180,,,11.239999532699585,53.71732711791992,67.06544160842896,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_uniform_resnet18_std/6,0.5,Not Listed!,2.0,1.0,,,STD ResNet50,,0.0002
120,False,False,1024.0,False,40,,,11.959999799728394,51.9045352935791,66.52871072292328,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/actual_img100_0.1/kd_augmix/classification_std,,,,1.0,KD_SupCon,False,,0.1,0.0002
132,False,False,,False,100,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-05/20-17-09/5,0.3,L¹ Filter,1.4285714285714286,2.0,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,26.759999990463257,48.34666848182678,67.54397451877594,0.077,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.9_lr_0.077_decay_7e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,7e-05
270,False,False,,False,90,,,21.57999873161316,57.17226266860962,69.36756372451782,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/25,,,,1.0,,,AMDA ResNet50,,0.0001
300,False,True,,False,100,,,24.910002946853638,36.01536750793457,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.6/crd_0.0/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.140000343322754,35.43210625648498,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.1_augmix_0.0/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,11.159998178482056,27.64747142791748,52.70305275917053,0.058,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.7_lr_0.058_decay_9e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,9e-05
270,False,False,,False,90,,,9.8200023174286,47.87280559539795,62.56466507911682,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/9,,,,1.0,,,SWSL ResNet50,,0.0002
300,False,False,2048.0,False,100,,,24.83999729156494,48.37799668312073,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/supcon/temp_0.1/kd_augmix/classification_std,,,,1.0,KD_SupCon,False,,0.1,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,11.94000244140625,29.811465740203857,53.40791642665863,0.094,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_1.0_lr_0.094_decay_4e-05/finetune/0,,,10,1.0,KnowledgeDistill,True,AMDA ResNet50,,4e-05
