,Amda,Augmix,Batch Size,DeepAugment,Epochs,Hydra Amda,Hydra Loss,ImageNet100 Error,ImageNet100-C Error,ImageNet100-R Error,LearningRate,Loss,Network,Path,Prune Amount,Prune Method,Prune Ratio,Scaling,SupCon Loss,Supcon Amda,Teacher,Temperature,WeightDecay
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/24,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.459999799728394,35.31579375267029,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.5/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,,True,30,,,11.28000020980835,28.59333157539367,52.47671902179718,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet_final/tune/resnet18/amda_kd_amda_kd_amda/amda_kd_amda_kd_amda/0,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,13.559997081756592,31.916534900665276,54.92757260799408,0.103,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.9_lr_0.103_decay_7e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,7e-05
300,False,True,,False,100,,,24.449998140335083,35.74305772781372,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_0.2/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,14.440000057220459,30.962395668029778,54.92110848426819,0.082,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.2_lr_0.082_decay_2e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,2e-05
300,False,True,128.0,False,100,,,30.699998140335083,43.27895045280456,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/combine_hydra_distill/redo_mask,,,,1.0,StandardLoss,False,AM ResNet50,,0.0002
300,False,True,,False,100,,,25.770002603530884,36.73305511474609,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.6/crd_0.4/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
3,False,False,,False,90,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-05/19-49-11,,,,2.5,,,,,0.0002
300,False,True,,False,100,,,24.59999918937683,35.15872955322265,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.0/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
90,True,True,,True,30,,,12.040001153945923,28.223735094070427,53.49844694137573,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/mask_selection/finetuning/1,,,,1.0,,,,,0.0002
21,False,False,,False,15,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-19/22-30-29,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,24.83999729156494,35.55948138236999,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.0/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
90,True,True,,True,30,,,16.519999504089355,43.01065802574157,62.45473325252533,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/kd_l1_channels_resnet18_amda/3,0.7,L¹ Filter,3.333333333333333,1.0,,,STD ResNet50,,0.0002
180,True,True,,True,60,,,9.039998054504395,25.01386404037475,47.71081209182739,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/kd_pruning_amda/1,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.559998512268066,36.15663051605224,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.0/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.3399977684021,35.5546236038208,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.0/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.949997663497925,36.13273501396179,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_1.0_augmix_1.0/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,,True,30,,,23.820000886917114,43.698936700820916,63.14666271209717,0.021,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.2_lr_0.021_decay_0.0001/2,,,,1.0,,,AMDA ResNet50,,0.0001
270,False,False,,False,90,,,10.699999332427979,48.70880246162414,67.36290752887726,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/resnet18/10,0.5,Random Weight,2.0,1.45,,,,,0.0002
90,True,True,,True,30,,,18.480002880096436,39.50826525688171,59.06621813774109,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_8_mixture_0.5_lr_0.006_decay_6e-05/1,,,,1.0,,,AMDA ResNet50,,6e-05
1349,False,False,,False,90,,,,,,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning_old/mobilenet_v2/1,0.3,Not Listed!,1.4285714285714286,2.0,,,,,0.0002
90,True,True,,True,30,,,23.799997568130493,48.613864183425896,64.31712508201599,0.007,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.7_lr_0.007_decay_4e-05/2,,,,1.0,,,AMDA ResNet50,,4e-05
270,False,False,,False,90,,,10.079997777938843,47.4501371383667,66.63864552974701,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/crd_settings/9,,,,1.0,,,AM ResNet50,,0.0002
300,False,True,,False,100,,,24.970000982284546,36.51768565177917,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.6/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
90,True,True,,True,30,,,24.580001831054688,46.571463346481316,63.83212506771088,0.069,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.5_lr_0.069_decay_1e-05/2,,,,1.0,,,AMDA ResNet50,,1e-05
300,False,True,,False,100,,,24.870002269744873,35.39526462554931,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_0.5/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
270,False,False,,False,90,,,17.22000241279602,61.15013360977173,72.94360995292664,0.1,StandardLoss,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mnasnet/random_channels/1,0.5,Random Filter,2.0,1.45,,,,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,27.920001745224,48.37066531181335,66.51577949523926,0.005,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.5_lr_0.005_decay_8e-05/finetune/3,,,80,1.0,KnowledgeDistill,True,AMDA ResNet50,,8e-05
180,True,True,,True,60,,,12.760001420974731,29.54399585723877,53.46611440181732,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/combined/at_uniform_resnet18_amda/8,0.5,Not Listed!,2.0,1.0,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.559998512268066,36.15663051605224,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.8_augmix_0.8/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.670001983642578,40.89947342872619,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.2/crd_0.7/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,27.57999897003174,40.38052558898926,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.3/crd_0.9/kd_0.5/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,14.300000667572021,32.259470224380486,56.311431527137756,0.007,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.7_lr_0.007_decay_4e-05/finetune/1,,,20,1.0,KnowledgeDistill,True,AMDA ResNet50,,4e-05
300,False,False,2048.0,False,100,,,24.809998273849487,46.90378904342651,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/supcon/temp_0.13/augmix/classification_std,,,,1.0,SupCon,False,,0.13,0.0002
300,False,True,,False,100,,,24.3399977684021,35.56947112083435,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.7/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.21999716758728,49.07946586608886,66.56104624271393,0.1,ContrastiveDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/crd_settings/12,,,,1.0,,,AMDA ResNet50,,0.0002
90,True,True,,True,30,,,28.71999740600586,51.237332820892334,69.77496147155762,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/sneak_prev/tune/3,,,,1.0,,,AMDA ResNet50,,0.0002
180,True,True,,True,60,,,9.259998798370361,27.08452939987182,50.07113218307495,0.1,KnowledgeDistill,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/mobilenet_v2_scaled_2_amda_kd,,,,1.45,,,AMDA ResNet50,,0.0002
120,False,True,1024.0,False,40,,,12.059998512268066,42.98480153083801,62.75219917297363,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/runs_supcon/imagenet_100_temp_0.1/kd_augmix/classification_am_old,,,,1.0,KD_SupCon,False,,0.07,0.0002
180,True,True,,True,60,,,7.700002193450917,22.08240032196045,45.75788974761963,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/amda_resnet/resnet18_amda_scaled_2_kd,,,,1.45,,,AMDA ResNet50,,0.0002
300,False,False,2048.0,False,100,,,24.949997663497925,49.15515780448913,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/supcon/temp_0.03/kd_augmix/classification_std,,,,1.0,KD_SupCon,False,,0.03,0.0002
300,False,True,,False,100,,,24.570000171661377,35.0661039352417,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.8/kd_0.9/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
45,False,False,,False,15,,,12.5,47.14373350143432,61.69813871383667,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/subnet/std_kd/0,,,,1.0,,,SWSL ResNet50,,0.0002
300,False,True,,False,100,,,27.2599995136261,37.82158493995666,,0.1,StandardLoss,resnet50,/work/dlclarge2/agnihotr-shashank-pruneshift/teachers/resnet50_augmix,,,,1.0,,,,,0.0002
90,True,True,,True,30,,,48.580002784729004,66.54853224754333,75.56906342506409,0.1,StandardLoss,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mnasnet/hydra_amda/2,,,,1.0,,,,,0.0002
90,True,True,,True,30,,,18.599998950958252,35.74479818344116,58.41308832168579,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/subnet/layer_weight/amda/higher_ratios/0,,Layer Weight,20,1.0,,,,,0.0002
269,False,False,,False,90,,,,,,0.1,StandardLoss,resnet34,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/imagenet/resnet34_std,,,,1.0,,,,,0.0002
270,False,False,,False,90,,,14.499998092651367,50.256526470184326,64.30419087409973,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/7,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,,True,30,,,14.399999380111694,34.37040448188782,55.95576763153076,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/l1_channel/resnet50_amda_to_resnet18_0.5,0.75,L¹ Filter,4.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,27.59000062942505,40.16494154930115,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.6/crd_0.0/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,32.73000121116638,50.394320487976074,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.9/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
90,True,True,,True,30,,,15.200001001358032,33.11519622802734,56.4019650220871,0.008,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_7_mixture_0.7_lr_0.008_decay_8e-05/0,,,,1.0,,,AMDA ResNet50,,8e-05
270,False,False,,False,90,,,47.53999710083008,80.62959909439087,86.29720658063889,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/pruning/mobilenet_v2/random_channels/2,0.75,Random Filter,4.0,1.45,,,,,0.0002
90,True,True,,True,30,,,23.4000027179718,51.21493339538574,61.969736218452454,0.092,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.6_lr_0.092_decay_0.0001/2,,,,1.0,,,AMDA ResNet50,,0.0001
90,True,True,,True,30,,,18.080002069473267,37.25359439849853,58.749353885650635,0.006,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_5_mixture_0.2_lr_0.006_decay_4e-05/1,,,,1.0,,,AMDA ResNet50,,4e-05
300,False,True,,False,100,,,24.26999807357788,35.28663516044616,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.5/crd_0.9/kd_0.5/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
170,False,False,,False,90,,,,,,0.01,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/at_kd_analysis/50,,,,1.0,,,AMDA ResNet50,,0.0001
0,False,False,,False,90,,,,,,0.1,StandardLoss,mnasnet,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-05-05/20-23-29,0.2,Global Weight,1.25,2.0,,,,,0.0002
90,True,True,,True,30,,,9.560000896453857,25.862401723861687,49.42446947097778,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/resnet50_amda_to_resnet18_1.5,,,,1.25,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,25.029999017715454,35.29252409934997,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_0.4/prune_ratio_1.1,,L¹ Filter,1.1,1.0,,,custom,,0.0002
300,False,True,128.0,False,100,False,KnowledgeDistill,25.23999810218811,36.92768812179565,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/combine_hydra_distill/finetuned/1,,,20,1.0,KnowledgeDistill,False,AM ResNet50,,0.0002
300,False,True,,False,100,,,27.75999903678894,41.04200005531311,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.6_augmix_1.0/prune_ratio_4,,L¹ Filter,4,1.0,,,custom,,0.0002
300,False,True,,False,100,,,23.979997634887695,35.75999736785888,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.0/crd_0.6/prune_ratio_2,,L¹ Filter,2,1.0,,,custom,,0.0002
270,False,False,,False,90,,,10.29999852180481,51.10666751861572,67.73150563240051,0.1,ContrastiveDistill,mnasnet1_0,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/distillation/crd_settings/3,,,,1.0,,,DA ResNet50,,0.0002
0,False,False,,False,100,,,,,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/debug_runs/2021-04-19/16-15-16,,,,1.0,,,,,0.0002
300,False,True,,False,100,,,24.550002813339233,46.88853025436401,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/cofar100/kd_from_std_resnet18_student_augmix,,,,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.139999389648438,35.82462668418884,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.8/crd_0.0/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,24.459999799728394,36.31199598312378,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.1_augmix_0.2/prune_ratio_1.7,,L¹ Filter,1.7,1.0,,,custom,,0.0002
90,True,True,,True,30,,,43.66000294685364,67.3687994480133,75.4591315984726,0.131,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_2_mixture_0.5_lr_0.131_decay_7e-05/3,,,,1.0,,,AMDA ResNet50,,7e-05
90,True,True,,True,30,,,10.939997434616089,26.958394050598137,51.10579431056976,0.1,AttentionDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/workshop/tryout_at/1,,,,1.0,,,AMDA ResNet50,,0.0002
270,False,False,,False,90,,,9.859997034072876,48.320531845092766,63.1013959646225,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/experiments/img100/kd/kd_std/0,,,,1.0,,,STD ResNet50,,0.0002
300,False,True,,False,100,,,34.939998388290405,59.77179408073425,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.2/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
90,True,True,,True,30,,,17.3799991607666,36.53466701507568,57.73409307003021,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_6_mixture_0.4_lr_0.053_decay_0.00015/1,,,,1.0,,,AMDA ResNet50,,0.00015
300,False,True,,False,100,,,32.840001583099365,48.37157726287842,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.1/crd_0.6/prune_ratio_8,,L¹ Filter,8,1.0,,,custom,,0.0002
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/15,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.559998512268066,35.3344202041626,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.5/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
300,False,True,,False,100,,,25.669997930526733,36.62410378456116,,0.1,StandardLoss,resnet50,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/thesis/cifar100/resnet50_augmix,,,,1.0,,,,,0.0002
300,False,True,2048.0,False,100,,,28.47999930381775,41.90263152122497,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/supcon/kd_augmix/classification_am,,,,1.0,KD_SupCon,False,,0.07,0.0002
180,True,True,,True,60,,,11.760002374649048,28.969335556030266,54.89524006843567,0.1,StandardLoss,mobilenet_v2,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs_new/mobilenet_v2/pruned_amda/3,0.75,Global Weight,4.0,1.45,,,,,0.0002
300,False,False,128.0,False,100,,,24.889999628067017,49.22705292701721,,0.1,StandardLoss,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/final_cifar100/pruning/standard/7,0.5,Random Weight,2.0,1.45,StandardLoss,False,,,0.0002
8,True,True,,True,30,,,,,,0.01,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/icml_runs/kd_adma_analysis/5,0.5,L¹ Filter,2.0,1.45,,,AMDA ResNet50,,0.0002
300,False,True,,False,100,,,24.5199978351593,46.3007390499115,,0.1,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/kd_augmix_exps/kd_0.0_augmix_0.8/prune_ratio_1.3,,L¹ Filter,1.3,1.0,,,custom,,0.0002
90,True,True,256.0,True,30,True,KnowledgeDistill,17.680001258850098,36.9170606136322,58.600619435310364,0.103,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_4_mixture_0.9_lr_0.103_decay_7e-05/finetune/2,,,40,1.0,KnowledgeDistill,True,AMDA ResNet50,,7e-05
90,True,True,,True,30,,,15.939998626708984,35.97786426544189,55.73590397834778,0.053,KnowledgeDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hyperparameter_analysis/kd_3_mixture_0.8_lr_0.053_decay_5e-05/1,,,,1.0,,,AMDA ResNet50,,5e-05
300,False,True,,False,100,,,24.720001220703125,35.63705086708069,,0.1,ContrastiveDistill,resnet18,/work/dlclarge2/agnihotr-shashank-pruneshift/hoffmaja-pruneshift/shashank_runs/augmix_0.4/crd_0.0/prune_ratio_1.5,,L¹ Filter,1.5,1.0,,,custom,,0.0002
